,0,1,2
23968,5.25,12,[26]
23969,3.75,20,"[18, 24]"
23970,3.0,11,"[13, 16]"
23971,2.75,11,"[36, 39]"
23972,6.25,24,"[35, 38]"
23973,4.0,15,"[22, 43]"
23974,3.5,11,[33]
23975,3.75,14,"[12, 15, 18, 44]"
23976,4.5,30,"[21, 24, 27]"
23977,5.5,16,"[32, 35]"
23978,1.5,11,"[11, 41]"
23979,3.25,28,"[38, 42]"
23980,4.0,22,"[31, 34]"
23981,3.25,20,[18]
23982,1.75,9,"[21, 24, 27]"
23983,2.75,7,[15]
23984,3.5,11,"[31, 41]"
23985,1.75,8,[17]
23986,3.5,24,"[26, 29]"
23987,2.5,42,[14]
23988,4.25,11,"[14, 22]"
23989,7.0,14,"[32, 35]"
23990,2.75,20,"[14, 41]"
23991,1.0,23,"[29, 41]"
23992,3.0,15,[12]
23993,5.0,15,"[33, 36]"
23994,5.0,11,"[28, 42]"
23995,1.75,35,"[31, 47]"
23996,3.0,10,[27]
23997,5.25,7,"[34, 37]"
23998,3.25,9,"[22, 25]"
23999,3.5,35,[32]
24000,2.25,17,"[34, 37]"
24001,3.25,44,[27]
24002,4.5,20,"[22, 25, 28]"
24003,5.25,7,[32]
24004,2.0,29,"[12, 17]"
24005,3.75,10,"[11, 14]"
24006,1.5,13,"[22, 25, 41]"
24007,1.5,37,[13]
24008,2.5,9,[23]
24009,2.0,11,"[31, 34]"
24010,4.75,14,[32]
24011,3.0,22,[12]
24012,1.5,52,"[11, 14]"
24013,2.75,14,"[27, 43]"
24014,3.5,14,"[13, 16]"
24015,3.5,16,"[22, 47]"
24016,5.0,14,"[26, 29]"
24017,1.5,24,[14]
24018,0.75,12,[22]
24019,6.5,6,[16]
24020,3.0,32,"[16, 19]"
24021,1.5,27,"[26, 43]"
24022,1.25,18,"[17, 19]"
24023,2.5,9,"[12, 46]"
24024,3.75,26,[23]
24025,1.5,50,"[46, 47]"
24026,3.5,52,"[31, 43]"
24027,1.5,10,"[22, 25]"
24028,3.25,14,"[21, 24]"
24029,3.5,18,"[14, 26]"
24030,3.25,16,[22]
24031,5.5,4,"[13, 22]"
24032,3.75,14,"[21, 24]"
24033,3.25,7,"[33, 36, 39]"
24034,3.75,8,"[27, 33]"
24035,4.75,10,"[13, 16]"
24036,7.0,3,"[32, 35, 38]"
24037,3.75,39,"[35, 38]"
24038,5.25,18,"[11, 39]"
24039,3.5,13,"[36, 37]"
24040,5.25,8,[12]
24041,5.0,16,"[31, 34, 37]"
24042,3.0,9,[12]
24043,1.25,34,"[17, 44]"
24044,4.0,13,[13]
24045,2.5,16,[23]
24046,3.25,24,[23]
24047,2.25,21,"[11, 39]"
24048,4.5,11,"[19, 25]"
24049,4.0,25,[27]
24050,6.5,21,"[33, 36]"
24051,2.5,20,"[27, 36]"
24052,1.75,27,"[13, 16]"
24053,3.75,26,[25]
24054,4.75,15,"[22, 25]"
24055,6.5,5,"[25, 28]"
24056,1.0,21,"[21, 24]"
24057,4.0,19,"[25, 28]"
24058,1.5,36,[16]
24059,3.75,22,"[31, 34]"
24060,4.0,8,"[23, 26]"
24061,2.0,36,"[17, 44]"
24062,2.5,15,"[22, 38]"
24063,2.75,18,"[13, 16]"
24064,1.75,22,"[31, 34, 37]"
24065,2.25,18,"[24, 27, 33]"
24066,4.0,17,"[15, 18]"
24067,3.0,19,"[19, 27]"
24068,4.5,6,[33]
24069,3.0,29,"[36, 39]"
24070,2.75,16,"[11, 21]"
24071,3.5,24,"[12, 19]"
24072,2.0,24,"[15, 18]"
24073,3.0,20,"[25, 28]"
24074,4.5,23,"[27, 43]"
24075,1.0,22,"[41, 46]"
24076,6.75,9,"[25, 28]"
24077,4.5,8,"[22, 25]"
24078,1.75,39,"[21, 41]"
24079,3.5,25,"[24, 27]"
24080,2.0,15,[35]
24081,1.5,35,[22]
24082,3.75,8,"[16, 18]"
24083,3.0,23,"[29, 32]"
24084,7.0,9,[26]
24085,2.25,20,"[14, 17]"
24086,2.0,26,"[14, 17, 22]"
24087,5.0,51,"[36, 45]"
24088,1.25,17,"[19, 44]"
24089,5.0,14,"[22, 25]"
24090,5.0,13,"[12, 15]"
24091,2.75,19,"[26, 29]"
24092,3.0,20,"[32, 39]"
24093,3.0,12,[13]
24094,1.5,26,"[41, 43]"
24095,3.0,22,[27]
24096,1.5,33,"[32, 35]"
24097,1.25,20,"[13, 16]"
24098,1.5,40,"[35, 46]"
24099,3.75,40,"[19, 42]"
24100,3.25,25,"[26, 29]"
24101,3.0,16,"[36, 42]"
24102,4.25,14,[22]
24103,0.5,22,"[41, 46]"
24104,4.5,8,"[21, 24]"
24105,2.0,14,"[21, 24]"
24106,4.75,10,"[15, 18]"
24107,2.5,21,"[15, 34]"
24108,3.5,11,[26]
24109,1.25,23,"[19, 23]"
24110,5.25,5,[15]
24111,3.25,12,"[13, 16]"
24112,3.5,15,"[28, 39]"
24113,3.25,21,"[16, 42]"
24114,1.5,21,"[23, 43]"
24115,5.25,9,[27]
24116,3.0,14,"[34, 37]"
24117,2.0,31,[13]
24118,5.25,11,[33]
24119,1.75,44,"[23, 43]"
24120,2.5,26,"[15, 29]"
24121,2.75,21,"[17, 47]"
24122,3.75,13,"[21, 24, 27]"
24123,2.0,27,"[16, 19]"
24124,3.25,13,[13]
24125,2.75,12,[17]
24126,1.5,20,"[34, 37]"
24127,2.5,10,"[23, 26]"
24128,1.25,14,"[24, 27]"
24129,4.75,11,"[21, 32]"
24130,1.25,16,"[35, 38]"
24131,3.0,36,"[16, 43]"
24132,3.25,11,"[24, 27]"
24133,4.75,6,[27]
24134,4.25,17,[27]
24135,3.25,28,"[26, 29]"
24136,3.0,29,"[19, 31]"
24137,5.0,11,"[44, 45]"
24138,6.5,6,[17]
24139,3.25,16,"[15, 18]"
24140,1.75,19,"[42, 45, 47]"
24141,4.75,11,[13]
24142,3.75,18,"[12, 15]"
24143,3.5,18,"[25, 28]"
24144,3.25,24,"[23, 26]"
24145,3.5,25,"[15, 18]"
24146,4.75,16,"[32, 35]"
24147,5.0,9,[33]
24148,3.5,9,"[25, 28]"
24149,2.0,23,"[11, 47]"
24150,5.0,24,"[36, 39]"
24151,3.25,24,[37]
24152,2.75,29,[27]
24153,5.5,5,"[24, 27]"
24154,1.75,35,"[21, 45]"
24155,2.25,15,"[11, 22]"
24156,3.25,20,"[35, 36]"
24157,4.75,21,"[21, 43]"
24158,3.75,25,"[24, 27]"
24159,1.25,36,"[21, 45]"
24160,4.5,8,[24]
24161,2.5,23,[36]
24162,3.0,11,[28]
24163,2.25,27,"[11, 32]"
24164,2.0,20,[16]
24165,6.75,17,"[22, 31]"
24166,1.75,16,"[11, 29]"
24167,1.25,15,"[33, 36]"
24168,3.5,21,[32]
24169,2.75,14,"[32, 35]"
24170,0.5,39,"[31, 45, 47]"
24171,2.75,35,"[11, 45]"
24172,2.5,13,"[24, 27]"
24173,2.75,17,"[38, 47]"
24174,2.75,7,"[42, 45]"
24175,2.0,44,"[14, 17]"
24176,6.0,4,"[14, 29]"
24177,1.25,30,"[15, 18]"
24178,3.0,11,"[32, 35]"
24179,2.25,21,"[13, 29]"
24180,2.0,25,"[12, 15]"
24181,3.25,12,"[13, 16]"
24182,5.5,7,"[22, 25]"
24183,2.75,20,"[29, 45, 46]"
24184,2.5,32,"[11, 22]"
24185,3.0,14,[24]
24186,2.25,21,"[11, 14, 37]"
24187,1.5,19,"[36, 37]"
24188,6.5,24,"[35, 38, 42]"
24189,2.5,37,"[11, 14, 17]"
24190,1.5,14,"[24, 27]"
24191,4.5,7,[12]
24192,3.0,30,[36]
24193,5.25,15,"[12, 29]"
24194,2.0,10,"[31, 38]"
24195,5.0,6,"[32, 35]"
24196,2.0,19,"[21, 31]"
24197,1.75,11,"[25, 28]"
24198,3.0,18,[33]
24199,1.5,14,"[31, 36]"
24200,2.75,24,"[32, 43]"
24201,4.25,14,"[21, 24]"
24202,3.0,25,"[13, 16, 19]"
24203,2.0,10,"[28, 43]"
24204,2.5,21,"[18, 47]"
24205,4.75,9,"[13, 16]"
24206,3.25,29,"[37, 47]"
24207,6.5,6,[17]
24208,2.25,17,"[21, 23, 24, 26, 27]"
24209,4.5,32,"[13, 29]"
24210,4.75,20,"[31, 34]"
24211,6.5,11,"[22, 25, 28]"
24212,3.0,39,[23]
24213,3.0,28,[25]
24214,5.0,12,"[32, 35, 38]"
24215,3.25,17,"[15, 18]"
24216,2.25,48,[36]
24217,2.0,29,"[24, 27]"
24218,3.5,8,"[36, 39]"
24219,4.5,17,"[12, 22]"
24220,2.5,30,"[19, 21]"
24221,5.5,9,"[25, 28]"
24222,5.0,35,"[15, 18]"
24223,2.75,15,"[11, 14]"
24224,3.25,21,"[14, 35]"
24225,4.75,16,[17]
24226,3.75,12,[13]
24227,1.75,10,"[18, 24]"
24228,4.5,18,"[17, 33]"
24229,5.0,8,"[21, 24]"
24230,5.25,3,[23]
24231,4.5,8,[15]
24232,6.0,5,[35]
24233,1.25,15,"[39, 41]"
24234,2.0,13,"[24, 27]"
24235,1.5,18,"[32, 35]"
24236,2.75,17,[33]
24237,4.5,11,[23]
24238,1.5,34,"[29, 44]"
24239,3.25,13,"[36, 39]"
24240,3.75,12,"[21, 24]"
24241,4.25,10,"[15, 36]"
24242,3.75,18,"[17, 32]"
24243,2.5,20,"[21, 24]"
24244,2.75,29,"[39, 42]"
24245,2.75,42,"[41, 47]"
24246,2.75,17,"[23, 26]"
24247,5.0,12,"[29, 33]"
24248,3.25,28,"[23, 26]"
24249,3.0,18,[14]
24250,4.75,18,"[36, 39]"
24251,1.75,16,"[34, 37]"
24252,5.25,20,"[21, 43]"
24253,2.0,39,"[27, 42]"
24254,5.5,21,"[23, 26]"
24255,5.5,22,"[21, 24]"
24256,2.75,9,"[19, 46]"
24257,3.0,13,"[17, 42]"
24258,4.25,16,"[21, 24, 27]"
24259,2.25,23,"[17, 42]"
24260,3.5,27,"[14, 17]"
24261,2.0,31,"[13, 29]"
24262,1.25,42,"[34, 37]"
24263,2.75,15,"[18, 41]"
24264,2.75,8,"[46, 47]"
24265,3.0,15,"[34, 42]"
24266,1.25,18,"[26, 45]"
24267,3.5,18,"[13, 16]"
24268,2.5,17,"[26, 29]"
24269,4.5,13,[35]
24270,2.0,19,"[19, 39]"
24271,3.0,15,"[12, 47]"
24272,4.75,22,[37]
24273,1.25,21,"[16, 19]"
24274,2.75,57,"[11, 32]"
24275,5.0,18,"[25, 28]"
24276,1.25,11,"[36, 39]"
24277,3.0,20,"[18, 39]"
24278,2.5,25,[33]
24279,2.25,28,[23]
24280,3.0,10,"[42, 44]"
24281,4.0,5,"[43, 47]"
24282,4.25,21,"[28, 32]"
24283,2.0,20,"[22, 25]"
24284,4.25,8,"[11, 14]"
24285,2.5,55,[35]
24286,2.5,12,"[22, 42]"
24287,5.5,13,"[25, 28]"
24288,5.5,12,[13]
24289,3.75,8,[27]
24290,1.25,25,"[14, 17]"
24291,2.5,37,[32]
24292,5.0,13,"[14, 34]"
24293,5.25,10,[35]
24294,5.0,18,[17]
24295,3.5,17,"[13, 16, 19]"
24296,3.25,16,"[11, 12]"
24297,4.5,21,"[13, 16]"
24298,3.5,12,"[35, 38]"
24299,4.25,28,"[21, 24]"
24300,3.25,21,[36]
24301,1.75,20,"[24, 46]"
24302,4.25,15,"[14, 17]"
24303,3.75,20,"[19, 22]"
24304,3.0,46,[37]
24305,2.75,28,"[11, 14]"
24306,3.0,28,"[31, 34]"
24307,2.25,28,"[11, 31]"
24308,2.0,39,[23]
24309,5.5,20,[37]
24310,3.25,9,[23]
24311,1.75,24,"[25, 28]"
24312,1.75,13,"[17, 41]"
24313,2.75,20,[33]
24314,3.25,25,"[31, 41]"
24315,6.5,6,"[15, 18, 21]"
24316,1.5,12,"[42, 43]"
24317,3.75,28,"[21, 29]"
24318,4.75,23,"[31, 34, 37]"
24319,6.5,23,[17]
24320,4.5,12,"[32, 35]"
24321,1.75,21,"[11, 12]"
24322,3.75,22,"[14, 26]"
24323,3.75,25,"[23, 26, 29]"
24324,2.75,31,"[11, 14]"
24325,2.25,13,"[13, 26]"
24326,1.5,13,"[32, 39]"
24327,4.0,23,"[21, 24]"
24328,3.25,16,"[16, 19]"
24329,4.25,10,"[11, 14]"
24330,4.0,11,[37]
24331,3.25,28,"[31, 34]"
24332,1.5,25,"[12, 29]"
24333,5.0,9,"[15, 18]"
24334,1.25,24,"[31, 43]"
24335,2.0,47,"[23, 47]"
24336,3.5,25,"[31, 34]"
24337,2.75,46,"[24, 27]"
24338,1.75,16,"[25, 28]"
24339,3.0,9,[13]
24340,3.5,14,"[25, 28]"
24341,3.75,16,"[22, 25]"
24342,4.5,27,"[32, 35]"
24343,4.0,28,"[16, 19]"
24344,2.0,19,"[31, 42]"
24345,6.5,5,"[15, 18]"
24346,3.0,20,"[22, 44]"
24347,3.75,29,[27]
24348,3.5,25,"[34, 37]"
24349,2.25,15,"[11, 19]"
24350,3.5,27,"[32, 41]"
24351,3.75,16,"[21, 24]"
24352,3.25,26,"[11, 14]"
24353,1.75,21,"[24, 27]"
24354,5.0,11,"[24, 27]"
24355,2.75,31,"[32, 44]"
24356,2.75,18,"[33, 36]"
24357,5.0,7,[12]
24358,3.25,10,"[21, 24]"
24359,3.0,29,"[36, 39]"
24360,3.75,25,"[22, 25]"
24361,2.5,21,"[36, 39]"
24362,4.0,13,"[36, 39]"
24363,3.75,24,"[21, 24, 27]"
24364,1.5,57,"[19, 45]"
24365,3.25,16,"[11, 24]"
24366,5.5,19,"[21, 29]"
24367,3.0,21,"[31, 34]"
24368,3.25,26,"[31, 34]"
24369,2.0,23,[17]
24370,3.75,13,"[15, 18]"
24371,2.0,14,"[31, 33]"
24372,4.75,25,"[27, 38]"
24373,3.25,17,"[23, 26]"
24374,5.25,30,"[12, 15]"
24375,3.25,10,"[31, 34]"
24376,5.25,5,"[11, 14]"
24377,2.5,24,"[18, 47]"
24378,3.5,10,"[24, 27]"
24379,4.75,13,[23]
24380,2.25,21,"[26, 29]"
24381,2.0,27,"[14, 17]"
24382,4.75,21,"[13, 16, 19]"
24383,3.25,31,[25]
24384,6.5,7,[26]
24385,1.75,24,"[33, 36, 39]"
24386,4.0,9,"[16, 39]"
24387,3.5,22,"[25, 28]"
24388,6.25,18,[15]
24389,5.0,12,[18]
24390,2.75,11,"[26, 44]"
24391,2.75,8,"[14, 17]"
24392,3.5,23,"[24, 27]"
24393,4.5,9,"[29, 39]"
24394,1.75,27,[12]
24395,2.25,12,"[36, 39]"
24396,3.75,15,[26]
24397,2.25,39,"[13, 16]"
24398,1.5,12,"[22, 32]"
24399,2.25,16,"[25, 28]"
24400,2.25,31,"[23, 26, 29]"
24401,4.75,12,[22]
24402,5.5,10,[13]
24403,1.5,43,"[11, 45]"
24404,5.25,27,"[23, 26]"
24405,2.25,12,"[31, 44]"
24406,1.0,20,"[25, 28]"
24407,3.25,18,[34]
24408,3.0,24,"[31, 34]"
24409,4.0,15,"[14, 41]"
24410,2.0,11,"[12, 15, 18]"
24411,3.25,26,"[19, 29]"
24412,3.0,33,"[29, 34, 37]"
24413,3.75,13,"[33, 36]"
24414,1.75,29,"[23, 26]"
24415,2.0,18,"[24, 27]"
24416,6.75,12,[17]
24417,4.75,10,"[13, 47]"
24418,2.5,19,"[31, 39]"
24419,7.0,12,"[25, 28]"
24420,3.0,29,[23]
24421,3.25,19,"[29, 42]"
24422,2.5,49,"[13, 16]"
24423,4.0,15,"[28, 44]"
24424,4.75,26,"[14, 25]"
24425,3.0,11,"[42, 45]"
24426,5.25,51,"[13, 16]"
24427,3.0,39,"[25, 28]"
24428,3.5,28,"[23, 44]"
24429,3.75,11,"[16, 19]"
24430,3.5,12,"[14, 17]"
24431,3.0,15,[22]
24432,5.0,41,"[12, 15]"
24433,3.5,11,"[21, 42]"
24434,5.25,10,"[18, 31]"
24435,1.75,47,"[15, 18]"
24436,5.25,18,[22]
24437,6.75,11,[12]
24438,3.75,10,"[24, 27]"
24439,3.5,22,"[23, 26, 32]"
24440,2.75,41,"[36, 39]"
24441,1.75,17,"[31, 32]"
24442,3.0,14,"[13, 16]"
24443,3.0,12,"[32, 44]"
24444,2.0,38,"[35, 38]"
24445,1.5,28,"[14, 17]"
24446,3.5,15,"[22, 29]"
24447,1.5,40,"[14, 43]"
24448,3.25,17,"[22, 25]"
24449,2.75,27,"[13, 16]"
24450,2.75,18,[37]
24451,5.5,8,[18]
24452,3.25,56,"[21, 29]"
24453,2.0,28,[26]
24454,3.75,7,"[31, 41]"
24455,5.25,30,"[32, 35]"
24456,3.25,25,"[14, 22]"
24457,1.75,20,"[21, 24]"
24458,4.0,4,"[11, 21]"
24459,3.5,40,[35]
24460,1.75,29,"[11, 14]"
24461,2.5,24,"[36, 39, 41]"
24462,3.25,35,"[41, 45]"
24463,4.75,11,"[21, 24]"
24464,2.0,14,[17]
24465,5.0,10,[22]
24466,3.0,26,"[37, 43]"
24467,4.0,34,"[36, 39]"
24468,2.5,12,"[36, 39]"
24469,3.75,6,[27]
24470,5.0,8,"[14, 39]"
24471,1.75,26,"[11, 45]"
24472,4.0,14,"[11, 14]"
24473,1.5,40,"[29, 39]"
24474,6.25,12,[24]
24475,3.0,21,"[21, 24]"
24476,3.0,23,"[11, 22]"
24477,1.25,26,"[26, 39]"
24478,6.25,16,[37]
24479,1.0,11,"[41, 44]"
24480,3.0,15,"[15, 18]"
24481,3.0,13,[13]
24482,5.5,13,"[36, 39]"
24483,3.0,24,"[14, 17]"
24484,3.25,8,"[42, 47]"
24485,5.25,26,"[23, 26]"
24486,4.0,17,"[32, 39]"
24487,5.0,15,[35]
24488,3.0,14,"[14, 17]"
24489,3.5,7,"[32, 35]"
24490,4.0,49,[33]
24491,3.0,12,"[34, 47]"
24492,3.75,25,"[22, 25]"
24493,4.5,6,"[12, 15]"
24494,2.75,13,"[16, 19]"
24495,4.75,7,"[31, 45]"
24496,4.5,15,"[14, 39]"
24497,2.5,20,"[11, 14]"
24498,3.5,10,"[32, 35]"
24499,3.25,21,"[16, 19]"
24500,4.75,29,[22]
24501,3.25,12,"[18, 47]"
24502,5.5,6,"[35, 38]"
24503,2.25,27,"[29, 31]"
24504,4.5,17,"[26, 29]"
24505,5.0,14,"[23, 26]"
24506,5.5,3,[18]
24507,3.25,20,"[26, 29]"
24508,1.25,23,"[14, 19]"
24509,5.25,14,[35]
24510,5.0,19,"[26, 34]"
24511,3.0,31,"[19, 22]"
24512,2.75,12,"[34, 37]"
24513,1.5,31,[14]
24514,0.75,24,"[24, 25, 28]"
24515,3.0,15,[24]
24516,3.25,18,"[12, 15, 18]"
24517,3.5,20,"[38, 41]"
24518,4.75,24,"[16, 19]"
24519,4.75,8,"[25, 28]"
24520,4.75,27,"[24, 27]"
24521,3.75,22,"[11, 19]"
24522,2.0,36,"[18, 43]"
24523,5.25,16,[24]
24524,2.75,17,[12]
24525,6.0,14,[33]
24526,3.0,14,"[18, 19]"
24527,3.25,36,"[32, 35]"
24528,3.25,16,"[12, 15, 18]"
24529,1.75,8,"[12, 15]"
24530,6.25,5,"[12, 15]"
24531,3.25,16,"[22, 25]"
24532,5.0,31,"[16, 19]"
24533,3.0,15,"[16, 42]"
24534,5.0,17,"[13, 16]"
24535,3.5,20,"[15, 16]"
24536,4.5,17,"[16, 19]"
24537,3.5,27,"[36, 39]"
24538,2.5,20,"[12, 15]"
24539,6.75,10,[33]
24540,3.5,28,"[32, 35]"
24541,3.5,14,"[22, 28]"
24542,2.25,59,"[21, 24]"
24543,3.5,15,"[13, 32]"
24544,2.0,16,"[12, 15]"
24545,3.0,70,[37]
24546,3.25,17,[17]
24547,4.0,10,"[16, 19]"
24548,5.0,9,"[33, 36]"
24549,2.25,24,"[16, 19]"
24550,2.75,30,"[21, 42]"
24551,4.5,19,[26]
24552,1.75,8,[17]
24553,3.0,17,"[36, 39]"
24554,3.25,29,"[23, 26]"
24555,5.0,18,"[12, 46]"
24556,2.25,26,"[13, 16]"
24557,4.5,10,"[13, 16]"
24558,2.75,26,"[12, 13]"
24559,4.0,13,"[14, 15, 18]"
24560,5.0,9,"[27, 29]"
24561,3.0,30,"[13, 16]"
24562,2.75,19,"[19, 42]"
24563,3.25,27,"[11, 14, 17]"
24564,2.25,14,"[26, 29]"
24565,4.75,14,"[22, 25, 28]"
24566,3.5,28,[17]
24567,3.75,22,"[13, 16]"
24568,3.75,9,"[29, 39]"
24569,5.0,9,[17]
24570,2.0,15,"[24, 27]"
24571,2.75,11,"[23, 25]"
24572,3.5,17,"[31, 34]"
24573,3.5,22,"[13, 16, 47]"
24574,5.0,19,[37]
24575,4.0,17,"[36, 38]"
24576,2.25,26,"[16, 43]"
24577,3.5,19,"[33, 36]"
24578,4.0,21,"[19, 42]"
24579,1.75,19,"[19, 44]"
24580,6.75,8,"[36, 39]"
24581,1.75,37,"[21, 24]"
24582,4.75,11,[37]
24583,3.75,25,[34]
24584,2.75,9,[33]
24585,5.75,11,"[32, 35]"
24586,5.0,25,"[35, 38]"
24587,3.0,19,"[26, 45]"
24588,4.75,16,"[13, 16]"
24589,4.0,11,[13]
24590,3.0,17,"[11, 19]"
24591,3.25,14,"[24, 27]"
24592,3.25,11,"[36, 39]"
24593,4.0,24,[25]
24594,1.5,19,"[39, 42]"
24595,2.0,25,[22]
24596,4.75,29,"[13, 16]"
24597,2.0,32,"[15, 18]"
24598,2.75,19,"[14, 17]"
24599,3.25,25,[22]
24600,2.0,24,"[34, 37]"
24601,4.5,6,[34]
24602,3.25,10,"[21, 41]"
24603,3.5,12,"[34, 37]"
24604,3.75,11,[37]
24605,1.0,21,[31]
24606,1.25,21,"[24, 27]"
24607,1.25,27,"[44, 47]"
24608,3.0,19,"[29, 42]"
24609,3.5,16,"[33, 36]"
24610,2.0,13,"[27, 37]"
24611,1.5,20,"[11, 24]"
24612,3.5,10,"[23, 44]"
24613,3.25,19,[25]
24614,3.0,19,"[32, 41]"
24615,3.25,28,[27]
24616,2.75,23,"[11, 14]"
24617,4.75,26,"[33, 36]"
24618,6.0,6,"[15, 18]"
24619,2.75,44,"[35, 38, 45]"
24620,3.5,11,"[31, 34]"
24621,5.0,17,"[21, 45]"
24622,2.0,25,"[21, 38]"
24623,3.0,21,"[34, 37]"
24624,2.25,18,"[24, 47]"
24625,3.5,6,"[25, 37]"
24626,3.25,23,"[22, 39]"
24627,3.25,18,"[39, 41]"
24628,3.5,11,[34]
24629,5.5,21,"[36, 39]"
24630,5.0,9,"[11, 14]"
24631,7.0,8,"[21, 39]"
24632,3.25,22,"[39, 46]"
24633,3.0,15,"[26, 41]"
24634,2.75,23,"[18, 42]"
24635,5.25,9,"[31, 34]"
24636,4.25,11,[32]
24637,5.5,18,"[11, 14]"
24638,1.0,9,"[43, 45]"
24639,2.5,10,"[21, 38]"
24640,4.25,35,[32]
24641,2.0,20,"[14, 17]"
24642,3.25,28,"[21, 46]"
24643,2.75,14,"[36, 39]"
24644,4.5,14,"[14, 17]"
24645,3.75,26,[17]
24646,3.25,24,"[11, 14, 17]"
24647,2.25,13,"[31, 34]"
24648,1.75,28,"[25, 31]"
24649,4.0,15,"[15, 29]"
24650,2.0,12,"[12, 15]"
24651,2.0,11,"[19, 45]"
24652,1.75,32,"[19, 43]"
24653,3.0,33,"[12, 15]"
24654,3.25,34,"[32, 35]"
24655,3.5,18,"[24, 27]"
24656,1.75,16,[37]
24657,3.25,15,[13]
24658,3.75,39,[35]
24659,3.5,16,"[14, 17]"
24660,1.5,30,"[21, 45]"
24661,4.0,27,"[14, 17]"
24662,3.75,12,"[33, 36, 39]"
24663,5.0,33,"[11, 14]"
24664,1.75,31,"[33, 46]"
24665,1.75,26,[22]
24666,3.0,16,"[14, 18]"
24667,3.5,23,[17]
24668,1.75,20,"[11, 36]"
24669,1.25,10,[33]
24670,2.25,28,"[37, 38]"
24671,3.75,43,"[11, 29]"
24672,3.5,19,"[11, 19]"
24673,2.25,27,"[36, 39]"
24674,4.5,10,[23]
24675,4.25,19,[33]
24676,1.25,11,"[26, 29]"
24677,5.0,18,"[24, 27]"
24678,3.0,49,"[11, 17]"
24679,1.5,12,"[16, 43]"
24680,6.25,7,[18]
24681,3.5,30,"[31, 34, 37]"
24682,3.25,31,"[32, 35]"
24683,3.25,35,"[12, 15, 18]"
24684,4.0,19,"[31, 34]"
24685,3.25,18,[37]
24686,3.25,15,"[23, 42]"
24687,4.75,15,"[24, 27]"
24688,2.5,17,"[21, 24, 27]"
24689,3.25,12,[35]
24690,3.5,20,"[18, 39]"
24691,3.5,16,[13]
24692,3.25,14,[38]
24693,2.0,36,"[23, 26]"
24694,3.75,44,"[31, 34]"
24695,2.75,15,"[26, 31]"
24696,3.5,13,"[14, 17]"
24697,6.5,12,"[24, 27]"
24698,4.75,16,"[14, 17]"
24699,3.5,41,"[11, 14, 31]"
24700,2.5,22,"[16, 19]"
24701,3.0,11,"[19, 44]"
24702,6.75,8,[35]
24703,5.25,5,[35]
24704,3.0,14,"[42, 45]"
24705,2.0,27,[25]
24706,3.0,12,"[16, 19]"
24707,5.25,11,"[24, 31]"
24708,2.0,26,"[35, 38]"
24709,2.0,20,"[23, 26, 29]"
24710,4.0,16,"[16, 19]"
24711,3.25,16,"[24, 27]"
24712,2.5,19,[16]
24713,3.75,29,"[12, 15]"
24714,3.25,9,"[35, 45]"
24715,5.25,16,"[29, 39]"
24716,3.75,19,"[39, 42]"
24717,3.5,16,"[19, 36]"
24718,5.0,20,"[34, 37]"
24719,3.25,10,"[35, 47]"
24720,3.0,24,"[34, 37]"
24721,3.25,33,"[43, 46]"
24722,5.5,16,"[12, 31]"
24723,2.0,35,"[19, 21]"
24724,4.0,18,[32]
24725,2.0,21,"[18, 32]"
24726,3.0,9,[27]
24727,4.5,14,"[11, 29]"
24728,4.0,15,"[15, 29]"
24729,3.0,23,"[41, 46]"
24730,4.0,19,[12]
24731,1.75,13,"[31, 34]"
24732,3.5,29,"[11, 38]"
24733,3.25,20,[17]
24734,3.5,19,[17]
24735,3.5,20,"[12, 29]"
24736,2.0,26,"[12, 32]"
24737,2.0,31,"[19, 21]"
24738,3.25,23,"[21, 22]"
24739,4.5,8,[25]
24740,3.25,23,[32]
24741,2.75,34,"[16, 19]"
24742,5.0,11,"[15, 18]"
24743,4.0,7,"[11, 14]"
24744,3.25,14,"[18, 38]"
24745,3.75,22,"[23, 26]"
24746,1.75,26,"[34, 37]"
24747,3.5,16,"[16, 28]"
24748,4.5,12,"[29, 38]"
24749,2.75,14,"[14, 34]"
24750,4.75,18,"[31, 34]"
24751,4.75,20,[16]
24752,2.75,14,"[15, 18]"
24753,5.0,17,"[36, 39]"
24754,3.25,11,[28]
24755,3.75,24,[23]
24756,2.75,12,"[11, 17]"
24757,2.25,24,"[35, 38]"
24758,3.5,16,"[15, 18]"
24759,4.75,31,[32]
24760,5.25,17,"[11, 31]"
24761,5.5,8,"[13, 36]"
24762,5.0,12,[33]
24763,2.75,16,"[33, 38]"
24764,3.75,44,"[15, 19]"
24765,3.25,25,[13]
24766,2.0,21,"[33, 36, 39]"
24767,1.5,35,"[21, 24]"
24768,1.25,29,"[46, 47]"
24769,3.5,22,"[33, 36]"
24770,3.0,23,"[33, 36]"
24771,4.25,18,"[13, 16, 19]"
24772,3.0,7,[24]
24773,1.5,18,"[21, 24]"
24774,5.5,21,[34]
24775,4.75,13,"[33, 36, 39]"
24776,3.25,16,"[12, 15, 18]"
24777,3.75,16,[37]
24778,2.0,20,"[38, 39]"
24779,5.0,23,"[22, 39]"
24780,3.75,26,"[24, 27]"
24781,3.5,14,"[13, 24]"
24782,2.5,24,[16]
24783,5.25,11,"[25, 28]"
24784,3.25,15,"[16, 19]"
24785,1.75,28,"[23, 26, 29]"
24786,3.75,13,"[12, 15]"
