,0,1,2
7215,2.0,9,"[12, 15]"
7216,3.25,22,[36]
7217,3.25,8,"[33, 45]"
7218,2.5,30,[26]
7219,2.0,40,[16]
7220,5.5,16,[35]
7221,5.0,24,"[33, 36]"
7222,0.75,25,"[32, 39]"
7223,2.0,16,"[31, 34]"
7224,3.25,30,[37]
7225,4.25,29,"[31, 34]"
7226,2.0,25,"[19, 47]"
7227,2.0,17,"[16, 19]"
7228,3.25,26,"[32, 35]"
7229,5.0,4,[37]
7230,3.25,33,"[21, 45]"
7231,2.75,11,"[34, 37]"
7232,3.5,17,"[16, 19]"
7233,3.5,48,"[12, 15]"
7234,5.25,25,"[28, 29]"
7235,2.5,36,"[11, 39]"
7236,1.75,9,"[11, 36]"
7237,2.0,39,"[12, 24]"
7238,4.5,7,[23]
7239,3.5,15,[13]
7240,3.75,14,"[36, 39]"
7241,2.75,13,"[25, 46]"
7242,1.75,33,"[29, 42]"
7243,3.25,17,"[35, 39]"
7244,3.0,18,"[13, 16]"
7245,5.25,25,"[15, 18]"
7246,2.25,18,"[21, 24]"
7247,3.75,15,"[16, 41]"
7248,3.0,11,"[41, 46]"
7249,5.0,54,[23]
7250,4.0,9,"[22, 25]"
7251,3.0,14,"[32, 33]"
7252,3.0,27,"[19, 25]"
7253,3.25,25,"[18, 21]"
7254,1.75,21,"[26, 29]"
7255,5.0,14,"[13, 16]"
7256,6.0,15,"[12, 15]"
7257,2.5,11,[32]
7258,5.25,13,"[23, 26]"
7259,4.75,8,"[12, 39]"
7260,3.0,20,"[14, 15]"
7261,1.25,25,"[19, 42]"
7262,5.25,8,"[18, 39]"
7263,1.75,18,"[32, 35]"
7264,1.75,33,"[15, 43]"
7265,1.75,27,"[31, 32]"
7266,2.75,16,"[16, 23]"
7267,4.0,18,[17]
7268,2.5,14,"[19, 43]"
7269,3.5,32,"[16, 38]"
7270,3.5,14,[23]
7271,3.5,34,"[14, 17]"
7272,1.5,25,"[18, 29]"
7273,2.75,15,[33]
7274,2.75,18,"[32, 35]"
7275,5.0,16,"[14, 31]"
7276,6.5,15,"[16, 19]"
7277,1.75,26,"[24, 27]"
7278,5.5,6,"[15, 21]"
7279,5.0,11,"[34, 37]"
7280,2.0,37,"[11, 47]"
7281,3.5,7,"[25, 28]"
7282,3.0,13,"[36, 39]"
7283,3.5,53,"[29, 44]"
7284,3.0,33,"[35, 38]"
7285,2.0,37,"[31, 34, 37]"
7286,3.25,19,"[12, 15, 28]"
7287,4.0,17,[27]
7288,1.5,35,"[11, 14]"
7289,3.5,23,"[11, 14, 17]"
7290,4.75,16,[23]
7291,4.25,30,"[32, 35]"
7292,2.5,19,"[19, 44]"
7293,6.75,9,"[33, 35]"
7294,3.5,8,"[13, 39]"
7295,5.0,11,"[11, 14]"
7296,4.75,7,"[41, 47]"
7297,3.75,12,"[14, 17]"
7298,5.0,10,"[19, 28]"
7299,2.75,33,"[19, 45]"
7300,3.0,35,"[19, 41]"
7301,1.5,24,"[11, 12]"
7302,4.25,9,"[21, 24, 27]"
7303,3.0,21,"[11, 14, 17]"
7304,2.0,22,"[19, 21]"
7305,3.5,17,"[23, 26, 29]"
7306,4.0,16,"[15, 18]"
7307,1.5,16,"[26, 29]"
7308,2.0,35,"[12, 29]"
7309,3.25,40,"[35, 38]"
7310,5.0,8,[35]
7311,2.75,34,"[16, 18]"
7312,5.0,10,[37]
7313,5.25,7,"[18, 47]"
7314,3.5,12,"[23, 26]"
7315,1.75,26,"[21, 24]"
7316,1.25,35,"[36, 39]"
7317,3.75,18,"[11, 14]"
7318,2.5,36,"[29, 43]"
7319,3.25,13,"[13, 16]"
7320,1.5,12,"[38, 46]"
7321,1.5,22,"[36, 38]"
7322,2.0,54,"[13, 16, 19]"
7323,1.75,27,"[15, 38]"
7324,3.25,8,"[25, 28, 39]"
7325,1.5,38,"[21, 44]"
7326,2.0,12,"[17, 19]"
7327,4.25,12,"[18, 21]"
7328,5.0,12,"[33, 36]"
7329,2.25,31,[26]
7330,1.75,54,"[25, 28]"
7331,3.75,11,"[31, 34]"
7332,3.75,20,"[13, 38]"
7333,3.25,21,"[33, 36]"
7334,4.5,23,"[16, 19]"
7335,3.25,19,"[25, 28]"
7336,3.25,18,"[31, 34, 37]"
7337,2.75,15,"[26, 29]"
7338,5.75,11,"[26, 29]"
7339,3.5,13,"[37, 39]"
7340,3.5,29,[37]
7341,5.25,28,"[14, 17]"
7342,1.25,24,"[17, 24]"
7343,2.0,29,[25]
7344,1.75,8,"[23, 26]"
7345,0.75,34,"[31, 34]"
7346,1.75,25,"[24, 27]"
7347,1.75,51,"[33, 36]"
7348,2.75,12,"[14, 17]"
7349,1.5,23,"[32, 41]"
7350,2.0,31,"[35, 38]"
7351,3.75,18,[37]
7352,2.25,16,[37]
7353,5.75,6,"[33, 36, 39]"
7354,3.5,36,[37]
7355,1.5,19,"[34, 42]"
7356,1.5,16,"[24, 27]"
7357,4.0,24,[26]
7358,5.0,7,"[22, 43]"
7359,5.25,34,[16]
7360,3.5,13,[12]
7361,4.0,16,"[35, 38]"
7362,4.75,4,"[34, 37]"
7363,4.5,18,[12]
7364,3.0,28,"[32, 35]"
7365,3.25,17,"[12, 15, 18]"
7366,4.5,19,"[12, 37]"
7367,1.75,28,"[32, 35]"
7368,2.75,11,"[34, 41, 47]"
7369,1.25,19,"[11, 14]"
7370,3.75,14,"[35, 38]"
7371,3.5,6,"[31, 34]"
7372,3.75,5,"[22, 25]"
7373,2.5,28,"[33, 36, 39]"
7374,3.75,5,"[32, 35, 39]"
7375,5.0,25,[27]
7376,3.5,39,"[28, 46]"
7377,3.25,27,"[19, 39]"
7378,1.75,21,"[19, 22]"
7379,2.75,63,"[16, 19]"
7380,3.0,11,"[25, 43]"
7381,4.75,12,[12]
7382,3.75,14,"[17, 31]"
7383,2.0,23,"[22, 25]"
7384,3.5,20,"[35, 38]"
7385,2.5,16,"[35, 38]"
7386,4.75,15,"[25, 28]"
7387,3.0,7,[25]
7388,1.25,17,"[16, 19]"
7389,2.75,25,[23]
7390,5.0,21,"[33, 46]"
7391,1.75,23,"[22, 25, 27]"
7392,4.25,30,"[21, 44]"
7393,4.0,13,[17]
7394,5.25,6,"[12, 31]"
7395,1.75,24,"[12, 15, 18]"
7396,2.75,24,"[12, 15]"
7397,3.25,19,"[14, 31]"
7398,3.25,30,"[23, 26]"
7399,1.5,20,"[11, 14]"
7400,2.0,12,"[24, 27]"
7401,3.75,10,[26]
7402,3.75,5,"[21, 33]"
7403,3.25,15,"[32, 35]"
7404,5.5,20,"[25, 28]"
7405,2.75,13,"[13, 16, 19]"
7406,1.75,32,"[36, 45]"
7407,2.5,20,"[11, 14]"
7408,2.25,17,[25]
7409,2.25,46,[24]
7410,2.75,6,[35]
7411,3.5,9,[36]
7412,3.75,23,"[29, 37]"
7413,2.5,17,"[36, 46]"
7414,3.5,36,"[21, 38]"
7415,1.75,27,[26]
7416,3.0,20,"[11, 14]"
7417,4.0,19,[14]
7418,1.5,24,"[34, 41]"
7419,1.75,16,"[13, 39]"
7420,2.25,27,"[13, 16]"
7421,3.25,25,"[19, 22]"
7422,4.5,48,"[11, 21]"
7423,4.25,8,"[13, 41]"
7424,3.25,37,"[21, 39]"
7425,3.25,30,"[33, 36]"
7426,5.0,32,"[24, 39]"
7427,1.5,19,"[24, 27]"
7428,3.25,18,"[36, 39]"
7429,4.75,7,[25]
7430,3.25,13,"[38, 43]"
7431,3.5,23,"[29, 33]"
7432,2.75,24,"[22, 25, 28]"
7433,1.75,14,"[19, 41]"
7434,4.75,22,"[13, 16]"
7435,5.5,6,"[26, 29]"
7436,3.25,18,"[36, 39]"
7437,3.5,14,"[34, 39]"
7438,6.5,15,"[14, 17]"
7439,1.5,34,"[37, 45]"
7440,2.25,14,"[24, 27]"
7441,3.0,13,[23]
7442,4.75,31,"[22, 25]"
7443,1.5,8,"[21, 36]"
7444,3.25,8,[32]
7445,3.75,12,"[17, 44]"
7446,3.5,16,"[11, 14]"
7447,1.75,18,[17]
7448,3.0,13,[28]
7449,5.0,7,[23]
7450,4.25,16,"[34, 37]"
7451,1.75,13,"[11, 47]"
7452,4.5,14,"[31, 39]"
7453,6.0,14,"[34, 37]"
7454,3.25,17,"[16, 29]"
7455,3.0,16,"[34, 37]"
7456,3.75,26,"[16, 19]"
7457,3.75,13,"[28, 31]"
7458,1.75,16,"[31, 47]"
7459,3.25,24,"[23, 26, 29]"
7460,2.0,10,[24]
7461,6.25,9,"[22, 41]"
7462,3.5,26,"[36, 39]"
7463,4.5,4,[13]
7464,3.25,39,"[36, 39]"
7465,3.0,21,"[41, 47]"
7466,2.25,12,"[33, 36]"
7467,6.0,6,"[13, 16]"
7468,5.0,23,"[26, 29]"
7469,4.0,19,"[24, 38]"
7470,2.0,24,"[11, 22]"
7471,4.0,38,"[13, 16, 19]"
7472,2.25,21,"[16, 17]"
7473,2.5,17,"[16, 38]"
7474,4.5,11,"[23, 26, 43]"
7475,1.75,12,"[24, 27]"
7476,3.25,15,"[27, 38]"
7477,1.5,30,"[14, 17]"
7478,5.75,13,[26]
7479,5.0,21,"[21, 24]"
7480,4.25,23,[35]
7481,1.25,31,"[38, 47]"
7482,2.0,15,"[31, 34]"
7483,5.0,16,[32]
7484,5.0,16,"[23, 26]"
7485,3.5,23,"[14, 34]"
7486,1.75,15,"[34, 37]"
7487,2.25,15,"[38, 47]"
7488,2.75,16,"[19, 38]"
7489,3.25,14,"[18, 45]"
7490,3.5,26,"[36, 39]"
7491,3.0,30,"[15, 18]"
7492,2.75,9,"[39, 42]"
7493,2.75,13,"[16, 19]"
7494,3.5,24,[32]
7495,3.5,12,"[36, 39]"
7496,3.5,13,"[11, 14]"
7497,3.25,27,"[16, 17]"
7498,3.75,14,"[32, 35]"
7499,3.5,20,"[21, 22]"
7500,3.25,17,"[26, 29]"
7501,3.75,11,"[15, 18]"
7502,4.0,13,"[24, 27]"
7503,3.0,17,[15]
7504,6.5,10,"[26, 29]"
7505,4.5,14,"[22, 25]"
7506,2.75,16,[37]
7507,5.25,7,"[33, 36]"
7508,1.75,17,"[21, 45]"
7509,1.5,21,"[16, 18]"
7510,5.25,20,[36]
7511,4.5,14,"[38, 43]"
7512,2.25,26,"[22, 25]"
7513,3.0,26,"[11, 21]"
7514,3.5,24,"[17, 35]"
7515,3.25,9,"[36, 43]"
7516,4.25,9,"[23, 26, 29]"
7517,3.75,28,"[23, 26, 29]"
7518,3.0,18,"[14, 38]"
7519,4.75,43,"[27, 39]"
7520,3.25,22,"[13, 16]"
7521,2.5,19,"[12, 15]"
7522,2.5,30,"[29, 31]"
7523,1.25,17,[37]
7524,2.75,11,"[41, 45]"
7525,3.75,15,[33]
7526,1.5,15,"[37, 45]"
7527,5.25,8,"[33, 36]"
7528,2.5,32,[16]
7529,2.25,25,"[29, 39]"
7530,3.0,20,"[14, 17]"
7531,2.75,32,"[37, 39]"
7532,3.0,14,"[11, 14]"
7533,3.0,14,"[34, 37]"
7534,0.75,13,"[22, 25]"
7535,4.75,6,"[11, 41]"
7536,1.75,15,"[33, 36, 39]"
7537,2.75,20,"[43, 44]"
7538,3.0,23,"[34, 37]"
7539,3.0,12,"[24, 27]"
7540,2.25,20,"[21, 24]"
7541,2.0,13,[14]
7542,2.5,19,"[24, 27]"
7543,3.25,15,"[12, 17]"
7544,3.0,34,"[26, 29]"
7545,3.75,19,"[14, 17]"
7546,3.5,50,[14]
7547,3.5,14,"[36, 39]"
7548,3.25,21,"[23, 26]"
7549,2.0,21,"[21, 44]"
7550,3.25,45,[33]
7551,2.75,23,"[21, 24, 27]"
7552,3.5,31,"[33, 36, 39]"
7553,3.25,30,"[11, 14]"
7554,3.5,36,"[13, 16]"
7555,3.0,13,"[11, 42]"
7556,2.75,20,"[39, 46]"
7557,2.5,45,[18]
7558,2.0,29,"[35, 38]"
7559,5.0,16,"[38, 47]"
7560,3.75,13,"[22, 25]"
7561,1.25,14,[26]
7562,4.5,11,"[32, 33]"
7563,3.0,18,"[11, 45]"
7564,4.0,9,"[13, 16]"
7565,3.75,28,[17]
7566,3.0,23,[27]
7567,1.25,25,"[41, 44]"
7568,2.25,29,"[11, 19]"
7569,3.5,16,"[31, 34, 37]"
7570,3.5,35,"[33, 36]"
7571,3.75,13,"[33, 36]"
7572,3.25,16,"[33, 36, 39]"
7573,4.5,12,"[11, 14]"
7574,4.25,18,"[23, 26]"
7575,3.25,19,[32]
7576,2.75,39,"[33, 36, 39]"
7577,3.25,10,[28]
7578,1.75,17,"[21, 24]"
7579,3.5,17,"[22, 25]"
7580,3.0,22,[17]
7581,3.5,11,"[34, 37]"
7582,2.5,12,"[22, 41]"
7583,1.5,17,"[34, 37]"
7584,3.25,20,"[13, 16, 19]"
7585,1.75,27,"[24, 42]"
7586,4.25,12,[18]
7587,5.25,9,"[35, 38]"
7588,3.25,18,"[18, 44]"
7589,4.0,12,"[23, 26]"
7590,5.0,25,[12]
7591,1.5,14,"[11, 46]"
7592,3.5,23,"[11, 32, 35]"
7593,3.25,7,[23]
7594,3.5,15,[13]
7595,4.0,54,"[29, 46]"
7596,2.5,24,[15]
7597,2.0,23,"[32, 35]"
7598,3.25,7,"[11, 14]"
7599,3.25,28,"[11, 14]"
7600,3.5,32,"[11, 14, 17]"
7601,1.5,35,"[15, 18]"
7602,5.5,21,"[11, 35]"
7603,1.75,14,[23]
7604,1.5,36,[37]
7605,6.75,9,[37]
7606,3.75,17,"[29, 39]"
7607,3.5,34,"[14, 21]"
7608,2.0,16,"[13, 16]"
7609,1.25,20,"[25, 28]"
7610,4.0,21,"[18, 19]"
7611,2.5,18,"[13, 16]"
7612,3.5,37,"[31, 34]"
7613,3.5,11,"[34, 37]"
7614,4.5,11,"[29, 45]"
7615,2.25,29,"[27, 47]"
7616,3.0,10,"[36, 39]"
7617,3.25,27,[37]
7618,4.0,8,"[13, 16]"
7619,5.5,3,"[22, 25]"
7620,1.0,13,"[38, 41]"
7621,4.5,18,"[13, 16]"
7622,5.0,6,[12]
7623,5.0,18,[22]
7624,4.0,12,"[35, 38]"
7625,4.75,8,"[39, 46]"
7626,3.5,24,[17]
7627,3.25,24,"[31, 32]"
7628,1.5,20,"[19, 47]"
7629,6.25,23,"[11, 43]"
7630,2.75,20,[33]
7631,2.5,29,"[12, 46]"
7632,5.0,22,"[33, 36]"
7633,5.0,6,"[26, 29]"
7634,3.0,16,[33]
7635,2.25,33,[23]
7636,3.5,21,"[27, 41]"
7637,2.0,17,"[33, 36]"
7638,3.25,22,"[22, 25]"
7639,1.75,28,"[27, 41]"
7640,1.75,13,"[33, 36]"
7641,3.25,22,"[31, 43]"
7642,2.25,23,"[36, 39]"
7643,3.0,16,[25]
7644,3.5,12,"[16, 19]"
7645,4.25,13,"[29, 32]"
7646,3.5,17,"[34, 37]"
7647,2.75,12,"[39, 47]"
7648,4.0,17,"[34, 37]"
7649,2.25,14,"[36, 39]"
7650,3.0,16,"[25, 33, 36]"
7651,1.0,19,"[42, 46]"
7652,2.5,24,"[33, 36]"
7653,4.25,14,"[23, 26, 29]"
7654,5.0,15,"[27, 46]"
7655,3.5,17,"[18, 45]"
7656,3.5,14,"[14, 22, 25]"
7657,2.75,31,"[11, 17]"
7658,6.5,19,"[18, 25]"
7659,3.5,23,"[15, 18]"
7660,2.5,23,"[41, 45]"
7661,2.0,46,"[21, 24]"
7662,1.25,15,"[18, 39]"
7663,3.25,16,"[34, 37]"
7664,1.25,25,[34]
7665,2.5,35,"[19, 29]"
7666,3.0,23,"[16, 19]"
7667,3.5,20,"[21, 39]"
7668,3.75,18,"[28, 44]"
7669,3.25,53,"[19, 21]"
7670,3.75,17,"[34, 37]"
7671,4.75,5,[27]
7672,2.75,14,"[22, 25, 28, 45]"
7673,3.0,13,"[25, 28]"
7674,3.0,22,"[31, 34, 37]"
7675,3.0,18,"[23, 26]"
7676,3.25,30,"[21, 38]"
7677,2.25,18,"[15, 18, 22]"
7678,3.25,16,"[25, 28]"
7679,2.0,21,"[11, 44]"
7680,3.5,16,"[12, 42]"
7681,1.25,23,"[25, 28]"
7682,1.5,33,"[23, 43]"
7683,3.75,30,"[31, 34]"
7684,2.0,20,"[15, 18]"
7685,4.0,19,"[22, 41]"
7686,3.5,15,[14]
7687,5.0,12,"[23, 26, 29]"
7688,2.5,15,"[21, 24]"
7689,3.5,9,"[12, 15]"
7690,3.0,24,"[43, 45]"
7691,2.75,9,"[21, 38]"
7692,3.25,18,"[13, 16]"
7693,5.0,7,[27]
7694,1.5,14,"[19, 43]"
7695,5.25,6,"[25, 28]"
7696,3.5,22,"[16, 19]"
7697,2.5,25,"[24, 27]"
7698,5.0,13,[33]
7699,5.0,6,"[24, 27]"
7700,4.25,16,"[24, 27]"
7701,1.75,16,"[19, 21]"
7702,3.0,12,"[24, 27]"
7703,2.75,32,"[19, 31]"
7704,6.0,22,[12]
7705,3.0,26,"[22, 25]"
7706,1.75,25,"[21, 24]"
7707,3.5,22,[17]
7708,1.75,19,"[17, 39]"
7709,3.0,21,"[19, 23, 26, 29]"
7710,3.25,29,"[16, 19]"
7711,1.5,28,[24]
7712,5.25,21,"[23, 26]"
7713,3.5,13,"[34, 35]"
7714,2.5,18,"[17, 34]"
7715,3.5,13,"[13, 37]"
7716,3.25,19,"[36, 39]"
7717,3.25,20,"[35, 38]"
7718,2.0,26,"[25, 28]"
7719,2.75,37,"[12, 16]"
7720,3.0,23,"[35, 44]"
7721,3.75,40,"[17, 21]"
7722,4.5,12,"[35, 38]"
7723,1.5,45,"[21, 24]"
7724,1.75,12,[37]
7725,1.75,27,"[13, 16]"
7726,5.0,6,[33]
7727,3.75,22,"[18, 29]"
7728,4.75,20,"[23, 26]"
7729,3.5,13,"[33, 36, 39]"
7730,4.25,9,"[12, 33]"
7731,6.5,10,"[25, 28]"
7732,3.75,44,[25]
7733,2.75,10,"[13, 16]"
7734,1.5,16,"[18, 19]"
7735,4.5,20,"[42, 44]"
7736,4.25,11,"[21, 24]"
7737,3.25,15,"[12, 15]"
7738,2.75,20,"[26, 29]"
7739,1.75,17,"[15, 18]"
7740,1.75,18,"[16, 19]"
7741,4.25,31,"[13, 14]"
7742,3.75,12,"[22, 35]"
7743,3.5,16,[37]
7744,5.25,12,"[27, 46]"
7745,1.75,30,[17]
7746,3.25,31,"[31, 34]"
7747,4.0,47,"[25, 28]"
7748,3.5,20,"[12, 15]"
7749,6.25,12,"[22, 29]"
7750,3.0,18,"[29, 31]"
7751,1.5,19,"[27, 44]"
7752,3.25,18,"[32, 35]"
7753,3.5,15,"[32, 35]"
7754,3.5,33,[37]
7755,1.5,27,"[11, 12]"
7756,1.5,55,[35]
7757,3.0,15,"[42, 43]"
7758,3.25,10,"[22, 24, 25, 27, 28]"
7759,3.0,21,"[24, 27]"
7760,1.75,12,[27]
7761,3.75,9,"[29, 31]"
7762,2.0,33,"[27, 31]"
7763,1.25,25,"[42, 47]"
7764,2.0,14,"[13, 16]"
7765,3.5,28,"[11, 21]"
7766,3.75,13,"[19, 23]"
7767,3.0,40,"[19, 35]"
7768,2.5,30,"[19, 44]"
7769,3.25,47,"[22, 25]"
7770,4.0,17,"[25, 28]"
7771,3.0,48,"[11, 14]"
7772,5.0,10,"[13, 15]"
7773,2.0,11,[24]
7774,2.25,11,"[14, 17]"
7775,2.0,42,[36]
7776,3.0,14,[13]
7777,4.5,42,"[13, 16]"
7778,3.25,5,[27]
7779,3.25,23,"[12, 15]"
7780,3.0,12,[13]
7781,1.5,7,"[23, 26]"
7782,3.5,7,"[11, 14]"
7783,1.25,18,"[12, 15, 18]"
7784,3.0,17,"[22, 31]"
7785,2.5,19,"[26, 29]"
7786,1.25,18,"[11, 19]"
7787,4.75,10,[34]
7788,2.75,22,"[16, 19]"
7789,3.25,16,"[15, 28]"
7790,4.25,11,"[14, 17]"
7791,1.5,19,"[27, 38]"
7792,3.25,20,"[17, 22]"
7793,3.5,16,"[23, 45]"
7794,4.75,9,"[14, 17]"
7795,2.75,15,"[11, 14]"
7796,1.75,21,"[16, 19]"
7797,3.5,12,"[21, 38]"
7798,3.5,32,"[13, 31]"
7799,1.25,23,"[43, 45]"
7800,4.75,19,"[12, 15]"
7801,1.75,17,"[24, 27]"
7802,2.0,30,"[14, 17]"
7803,2.75,22,[23]
7804,3.75,9,"[12, 24]"
7805,5.0,15,"[41, 42]"
7806,1.75,11,"[22, 25]"
7807,6.5,7,"[31, 34]"
7808,1.75,13,"[29, 38]"
7809,1.5,14,"[11, 14]"
7810,2.0,22,"[31, 39]"
7811,3.5,13,"[26, 32]"
7812,3.25,13,"[23, 31]"
7813,6.5,6,[15]
7814,4.5,26,"[12, 15]"
7815,2.5,17,"[28, 29]"
7816,4.25,18,"[21, 24, 27]"
7817,4.75,9,[27]
7818,3.25,21,"[42, 47]"
7819,2.0,35,"[29, 45]"
7820,3.75,10,"[17, 18]"
7821,3.0,41,"[13, 16]"
7822,6.0,7,"[31, 34, 36]"
7823,1.75,36,[17]
7824,6.5,11,"[22, 28]"
7825,1.25,18,"[11, 34]"
7826,3.5,20,[35]
7827,3.0,28,"[37, 47]"
7828,4.5,14,"[13, 16]"
7829,3.25,12,"[18, 47]"
7830,5.0,25,"[15, 18]"
7831,3.25,10,[36]
7832,3.25,36,[17]
7833,6.5,13,[23]
7834,4.25,14,"[36, 39]"
7835,3.0,12,"[12, 46]"
7836,3.5,17,"[19, 44]"
7837,3.75,18,[34]
7838,1.25,15,"[16, 18]"
7839,4.75,10,[13]
7840,4.25,17,"[14, 17]"
7841,3.5,23,[35]
7842,2.25,36,"[31, 44]"
7843,3.5,15,[23]
7844,3.5,14,"[13, 16]"
7845,3.75,13,"[19, 42]"
7846,4.5,16,"[25, 28]"
7847,2.0,17,[24]
7848,3.25,20,"[11, 14, 17]"
7849,1.5,48,"[22, 41]"
7850,1.0,19,"[23, 26, 29]"
7851,3.5,18,"[13, 16]"
7852,3.5,21,"[23, 31]"
7853,3.5,17,"[32, 44]"
7854,2.75,13,"[11, 47]"
7855,3.75,17,[25]
7856,3.5,15,[24]
7857,4.5,30,"[31, 47]"
7858,3.0,19,"[19, 36]"
7859,3.0,23,"[11, 14]"
7860,4.5,8,"[18, 34]"
7861,4.75,5,[14]
7862,2.25,18,"[22, 38]"
7863,2.25,16,"[35, 38]"
7864,3.25,17,"[18, 35]"
7865,4.25,28,"[21, 42]"
7866,4.5,13,"[33, 36]"
7867,4.75,22,"[24, 27]"
7868,3.5,12,[16]
7869,4.75,11,[13]
7870,3.25,29,[17]
7871,2.75,13,[13]
7872,2.0,18,"[14, 17]"
7873,3.5,25,"[11, 18]"
7874,3.75,27,[36]
7875,5.25,8,[26]
7876,1.5,17,"[13, 32, 35]"
7877,2.0,21,"[12, 18]"
7878,5.0,27,"[11, 14, 17]"
7879,3.25,8,"[29, 47]"
7880,3.0,9,[16]
7881,7.0,12,[28]
7882,3.75,59,"[13, 16]"
7883,5.0,23,[27]
7884,4.5,12,"[13, 39]"
7885,2.5,32,"[19, 29]"
7886,3.5,14,"[23, 26]"
7887,4.25,18,"[15, 18]"
7888,1.0,20,"[32, 35]"
7889,4.25,9,[13]
7890,3.0,32,"[33, 36]"
7891,2.0,11,"[15, 18]"
7892,6.0,18,"[31, 35]"
7893,1.5,11,[22]
7894,5.0,18,"[23, 24]"
7895,3.0,18,"[21, 24]"
7896,5.0,20,"[31, 34]"
7897,2.0,18,"[25, 28]"
7898,3.25,27,"[15, 18]"
7899,4.75,22,"[24, 42]"
7900,5.0,32,"[27, 47]"
7901,2.75,22,"[36, 45]"
7902,4.5,19,"[12, 15]"
7903,2.5,19,"[12, 39]"
7904,2.0,28,"[12, 44]"
7905,3.5,31,"[29, 37]"
7906,2.0,17,"[34, 37]"
7907,5.25,5,[23]
7908,3.75,13,"[15, 17]"
7909,4.0,17,"[36, 39]"
7910,5.25,20,"[33, 41]"
7911,2.75,26,"[33, 36]"
7912,2.75,17,[37]
7913,1.5,18,"[31, 46]"
7914,5.0,6,"[32, 35]"
7915,4.5,11,[22]
7916,5.5,6,"[26, 45]"
7917,3.0,26,"[24, 27]"
7918,1.25,24,"[34, 37]"
7919,2.25,31,[25]
7920,1.75,41,"[21, 45]"
7921,3.0,26,"[24, 27]"
7922,3.25,30,"[39, 43]"
7923,5.0,6,"[21, 42]"
7924,2.5,6,"[23, 39]"
7925,4.75,26,[14]
7926,3.0,15,[24]
7927,3.5,14,"[32, 35]"
7928,3.25,20,"[28, 47]"
7929,5.0,8,[32]
7930,1.75,25,[33]
7931,4.75,6,"[14, 24]"
7932,1.75,26,"[12, 15]"
7933,1.75,30,"[32, 35]"
7934,5.0,20,"[16, 36]"
7935,1.5,33,[17]
7936,3.75,8,"[12, 19]"
7937,4.5,8,"[12, 15]"
7938,1.25,10,"[16, 32]"
7939,1.5,13,"[31, 34]"
7940,3.0,20,"[22, 25]"
7941,5.0,5,"[19, 44]"
7942,2.0,36,"[22, 25]"
7943,2.5,14,"[25, 35]"
7944,2.75,7,[32]
7945,3.5,16,"[24, 27]"
7946,1.5,23,"[38, 43]"
7947,3.25,19,[16]
7948,1.5,18,"[14, 17]"
7949,3.25,25,"[26, 29]"
7950,3.75,9,"[13, 28]"
7951,3.25,15,"[12, 22]"
7952,4.75,21,"[13, 28]"
7953,5.0,9,"[21, 24]"
7954,1.25,16,"[19, 29]"
7955,2.25,14,"[33, 36, 39]"
7956,1.25,18,[34]
7957,3.5,19,"[22, 25]"
7958,3.5,22,"[32, 35, 47]"
7959,2.5,13,"[32, 35]"
7960,1.0,31,"[26, 29]"
7961,4.75,5,"[31, 38]"
7962,1.75,25,"[11, 32]"
7963,3.0,37,"[11, 32]"
7964,2.25,27,"[23, 26]"
7965,3.0,11,"[23, 26]"
7966,2.75,31,"[34, 37]"
7967,3.5,24,"[11, 32]"
7968,2.75,7,"[15, 21]"
7969,3.0,21,"[23, 26, 29]"
7970,4.5,22,"[41, 46]"
7971,5.25,5,[13]
7972,1.75,33,"[12, 15]"
7973,3.75,25,[13]
7974,4.75,10,"[18, 35]"
7975,1.5,10,"[22, 25]"
7976,2.25,11,"[22, 25, 28]"
7977,3.25,23,"[44, 45]"
7978,2.75,21,"[43, 46]"
7979,3.0,23,"[12, 15]"
7980,3.25,29,"[13, 16, 19]"
7981,3.75,46,"[36, 39]"
7982,3.25,13,"[29, 41]"
7983,5.0,24,"[34, 37]"
7984,3.75,18,"[27, 45]"
7985,2.75,14,[33]
7986,3.0,14,"[13, 16, 19]"
7987,1.75,17,"[36, 46]"
7988,1.0,18,"[18, 29]"
7989,2.75,10,"[41, 45]"
7990,5.0,48,[35]
7991,4.75,7,"[14, 17]"
7992,4.5,9,[17]
7993,2.0,21,"[25, 36]"
7994,4.25,12,"[35, 38]"
7995,2.5,22,"[15, 18]"
7996,2.75,10,[26]
7997,3.75,21,"[11, 14, 17]"
7998,3.5,7,[12]
7999,7.0,27,"[22, 24]"
8000,2.75,15,"[32, 35]"
8001,5.5,14,"[32, 35, 38]"
8002,1.75,16,"[36, 39]"
8003,2.25,30,"[21, 47]"
8004,1.5,9,"[14, 17]"
8005,3.0,38,"[33, 36]"
8006,2.25,9,[14]
8007,3.0,38,"[19, 32]"
8008,3.25,19,[16]
8009,4.5,15,[13]
8010,5.0,6,[16]
8011,3.0,15,[12]
8012,5.25,30,"[31, 38]"
8013,5.0,8,"[32, 35, 38]"
8014,2.75,34,[26]
8015,4.5,28,"[11, 14, 17]"
8016,3.5,15,"[34, 37]"
8017,3.5,32,[17]
8018,1.25,46,[17]
8019,3.25,29,"[13, 16]"
8020,1.5,29,"[32, 35, 38]"
8021,1.25,24,"[22, 25, 28]"
8022,2.0,14,"[12, 15]"
8023,4.75,6,"[12, 14]"
8024,2.5,14,[33]
8025,1.25,25,"[13, 24]"
